Title,Description,Genre,Processed_Description
Astrologaster,Astrologaster is a comedy game set in Shakespeare’s London. Play as 'Doctor' Simon Forman and treat his patients using astrology. A story-driven adventure based on a truly ridiculous story.,"['Adventure', 'Casual', 'Indie']",astrologaster comedy game set shakespeare ’ london play 'doctor simon forman treat patient using astrology story-driven adventure based truly ridiculous story
Premium Bowling,Premium Bowling is as close to real bowling as you'll get without picking up a physical bowling ball.,"['Indie', 'Simulation', 'Sports']",premium bowling close real bowling 'll get without picking physical bowling ball
Mini Ghost,"""Mini Ghost"" is a mini metroidvania in the 80's MSX art style and gameplay. It's the mini prequel of Ghost 1.0.","['Action', 'Adventure', 'Casual', 'Indie']",`` mini ghost '' mini metroidvania 80 's msx art style gameplay 's mini prequel ghost 1.0
Sacred Fire: A Role Playing Game,"A text-based RPG full of choice and action. Fight for survival in the midst of the Roman invasion of ancient Caledonia. Strategize one dice roll at a time as emotions affect your performance. Use willpower to outsmart opponents, gain allies, wage war, or strive for peace. How will your story end?","['Adventure', 'RPG', 'Early Access']",text-based rpg full choice action fight survival midst roman invasion ancient caledonia strategize one dice roll time emotion affect performance use willpower outsmart opponent gain ally wage war strive peace story end
Fatum Betula,"Placed in a world without change, you must create fate by watering an ancient plant. Determine a future and live with it.","['Adventure', 'Casual', 'Indie']",placed world without change must create fate watering ancient plant determine future live
Crimson Gray,"John is a young man suffering from severe depression. As he loses his sense of purpose in life, he begins to see the world in unfocused gray. Just when he begins to lose all hope, John meets a girl... a very special girl.","['Adventure', 'Indie', 'Simulation']",john young man suffering severe depression loses sense purpose life begin see world unfocused gray begin lose hope john meet girl ... special girl
The Wild at Heart,"Wield an ever-growing herd of quirky creatures to rebuild broken paths, battle perilous beasts, and solve peculiar puzzles in a rich, interconnected world. Join two young runaways as they unravel the mysteries of a lost realm in this nostalgic storybook fantasy!","['Adventure', 'Indie', 'Strategy']",wield ever-growing herd quirky creature rebuild broken path battle perilous beast solve peculiar puzzle rich interconnected world join two young runaway unravel mystery lost realm nostalgic storybook fantasy
Alien Swarm,Co-operative multiplayer game and complete code base available for free.,['Action'],co-operative multiplayer game complete code base available free
Atelier Ayesha: The Alchemist of Dusk DX,"""The promise begins."" The ""Dusk"" series, a trilogy of RPG titles from Gust's popular Atelier series, tells the story of a world on the verge ruin, told from the perspective of its unique characters. The 1st title in the series ""Atelier Ayesha"" is now available as a deluxe version.",['RPG'],`` promise begin '' `` dusk '' series trilogy rpg title gust 's popular atelier series tell story world verge ruin told perspective unique character 1st title series `` atelier ayesha '' available deluxe version
World End Diner,"Run a diner on the last island in the world after the destruction of humankind! For the cute animals and robots that survived, cook delicious food, run a farm, explore the forest, and create the best diner!","['Adventure', 'Indie', 'Simulation', 'Early Access']",run diner last island world destruction humankind cute animal robot survived cook delicious food run farm explore forest create best diner
100 hidden snails 2,Hidden object game in a surreal style. Extremely hard!,"['Adventure', 'Casual', 'Indie']",hidden object game surreal style extremely hard
Lucah: Born of a Dream,FOR THE POWER AND GLORY; NOW AND FOREVER,"['Action', 'Indie', 'RPG']",power glory forever
PAKO 2,Arcade drive-by shooting action with heist game mechanics,"['Action', 'Racing']",arcade drive-by shooting action heist game mechanic
Tumbleweed Destiny,The somewhat hateful and slightly charming tumbleweed is the star of the game. This game is a tumbleweed life simulator that depicts the fate of tumbleweeds in my own imagination.,"['Adventure', 'Casual', 'Indie', 'RPG']",somewhat hateful slightly charming tumbleweed star game game tumbleweed life simulator depicts fate tumbleweed imagination
RED,"Story: Red receives the invitation card from her grandmother and decides to visit her, but there is all over the monsters on her way. Those monsters try to stop and take her away, so she needs to use her personality to get out of the danger. The story background is in the deep forest.","['Action', 'Adventure', 'Free to Play', 'RPG']",story red receives invitation card grandmother decides visit monster way monster try stop take away need use personality get danger story background deep forest
What Lies in the Multiverse,"A bombastic puzzle platformer about worlds turned inside out. Shift dimensions at the push of a button, solve brain-twisting logistical riddles, and race through the wilds of the multiverse in a bleakly hilarious (and hilariously bleak) story where everything you know can turn on a dime.","['Adventure', 'Casual', 'Indie']",bombastic puzzle platformer world turned inside shift dimension push button solve brain-twisting logistical riddle race wild multiverse bleakly hilarious hilariously bleak story everything know turn dime
Fidel Dungeon Rescue,"A critically acclaimed roguelite where you can REWIND to find the optimal path through monsters, treasure and secrets. Quick to play. No grinding. No filler. Deep gameplay.","['Indie', 'RPG']",critically acclaimed roguelite rewind find optimal path monster treasure secret quick play grinding filler deep gameplay
Clash: Artifacts of Chaos,"Hunted by mercenaries of an enemy with untold power, the fighter Pseudo and the creature under his protection begin a perilous quest to the edges of strange lands.","['Action', 'Adventure', 'Indie']",hunted mercenary enemy untold power fighter pseudo creature protection begin perilous quest edge strange land
Eye of the Temple,"Embark on a VR adventure to explore a vast and treacherous temple and uncover the ancient legend of the Eye. Keep your balance as you step between moving blocks, dodging hazardous traps and solving environmental puzzles with just your torch and whip in hand.","['Action', 'Adventure', 'Indie']",embark vr adventure explore vast treacherous temple uncover ancient legend eye keep balance step moving block dodging hazardous trap solving environmental puzzle torch whip hand
Brigand: Oaxaca,"Brigand: Oaxaca is a highly difficult post-apocalyptic RPG/FPS set in Mexico. Emphasis is on challenge, a branching story with multiple endings, and total freedom of action (kill friendly characters, rob stores, jump across roofs, etc.).","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",brigand oaxaca highly difficult post-apocalyptic rpg/fps set mexico emphasis challenge branching story multiple ending total freedom action kill friendly character rob store jump across roof etc
I and Me,"If there were another me, Observing myself from the perspective of a spectator, How would I regard another me?","['Action', 'Indie']",another observing perspective spectator would regard another
Farm Frenzy Collection,"Enjoy the farmhouse gems with this solid set of 12 Farm Frenzy titles! Join Scarlett throughout all of her adventures in hundreds of farming challenges. Raise chickens, ostriches, and dolphins. Bake cakes, grow crops, and sell items at markets. It's an all-out farming assault with one of the most enjoyed series ever!","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",enjoy farmhouse gem solid set 12 farm frenzy title join scarlett throughout adventure hundred farming challenge raise chicken ostrich dolphin bake cake grow crop sell item market 's all-out farming assault one enjoyed series ever
Clawfish,"Clawfish is a fishing claw machine game. Visit an isolated train station with a fishing arcade. Explore the dock, play the machines, and take some time to relax by the water.","['Adventure', 'Casual', 'Indie']",clawfish fishing claw machine game visit isolated train station fishing arcade explore dock play machine take time relax water
Tin Star,"Ride out into the Old West as a U.S. marshal in the biggest interactive novel ever made! Confront outlaws, find romance, defy the elements, and craft an enduring legend as you uncover a conspiracy whose deadly web stretches from San Francisco to New York City.","['Indie', 'RPG']",ride old west u.s. marshal biggest interactive novel ever made confront outlaw find romance defy element craft enduring legend uncover conspiracy whose deadly web stretch san francisco new york city
Sail Forth,"Sail a fleet of customizable ships across an ocean whose ancient depths have swallowed the key to the mysterious past. Befriend fishfolk to expand your boat crews, take up arms against petulant pirates, and chart a course across an expansive watery world. Will you answer the call of High Adventure?","['Action', 'Adventure', 'Indie', 'Simulation']",sail fleet customizable ship across ocean whose ancient depth swallowed key mysterious past befriend fishfolk expand boat crew take arm petulant pirate chart course across expansive watery world answer call high adventure
Gizmo,Gizmo is a Saturday-morning 3D platformer inspired by 90s classics of the genre.,"['Action', 'Indie']",gizmo saturday-morning 3d platformer inspired 90 classic genre
ALTDEUS: Beyond Chronos,"A sci-fi adventure full of robot battles, pop music, and emotion. Featuring one of the largest branching storylines ever in a VR game with 15-20 hours of gameplay, Altdeus will place you in the shoes of Chloe, a pilot in humanity's forces fighting massive hostile organisms known as the Meteora.",['Adventure'],sci-fi adventure full robot battle pop music emotion featuring one largest branching storyline ever vr game 15-20 hour gameplay altdeus place shoe chloe pilot humanity 's force fighting massive hostile organism known meteora
Island Farmer - Jigsaw Puzzle,Arrange the farm islands and see your archipelago expand. Just swap the blocks of a 3D jigsaw puzzle.,['Casual'],arrange farm island see archipelago expand swap block 3d jigsaw puzzle
Loading Story,"A short story about loading, I guess. Play as Memu@ as she explores the cyberpunk(ish) little town and interacts with its inhabitants.","['Adventure', 'Casual', 'Indie']",short story loading guess play memu explores cyberpunk ish little town interacts inhabitant
Letter Quest: Grimm's Journey Remastered,"The grim reapers Grimm and Rose need your help to defeat a legion of monsters, ghosts, and evil bunnies using the power of words! Letter Quest Remastered is the remake of the Bacon Bandits' first game, now with an endless mode, new soundtrack, and fully animated monsters!","['Casual', 'Indie']",grim reaper grimm rose need help defeat legion monster ghost evil bunny using power word letter quest remastered remake bacon bandit first game endless mode new soundtrack fully animated monster
Minotaur,"An adventure game with visual novel-style narrative, Minotaur tells a dark mystery story set in a newly created science fantasy world of synthets, magic-wielding androids and cybernetically enhanced penguins… God, what a (bloody) mess.","['Adventure', 'Indie', 'Early Access']",adventure game visual novel-style narrative minotaur tell dark mystery story set newly created science fantasy world synthets magic-wielding android cybernetically enhanced penguins… god bloody mess
Solar Settlers,Solar Settlers is a card-driven space exploration strategy game set in the far future. Our sun is on the verge of collapse and so mankind has taken to the stars aboard colony ships to seek out a new home.,['Strategy'],solar settler card-driven space exploration strategy game set far future sun verge collapse mankind taken star aboard colony ship seek new home
New Super Lucky's Tale,"Jump, burrow, and tail swipe your way to victory in this love letter to classic 3D platformers!","['Action', 'Adventure']",jump burrow tail swipe way victory love letter classic 3d platformers
Operation Warcade VR,"Relive the experience of playing the classic war arcade in a totally amazing way, thanks to virtual reality and the innovative immersion system that will make it possible for you to travel inside the video game.","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",relive experience playing classic war arcade totally amazing way thanks virtual reality innovative immersion system make possible travel inside video game
Crow Story,"Jump, dive, and platform through this minimalistic indie 3D platformer about a little crow trying to save his friends.","['Adventure', 'Casual', 'Free to Play', 'Indie']",jump dive platform minimalistic indie 3d platformer little crow trying save friend
Hidden Cats in Paris,"Meow meow meow mes amies! More than one hundred cats are hidden in a unique lovely Paris scenario. A short and pleasant experience! Start with a Beautiful monochromatic illustration, relax and find all the cats one by one to reveal the final colored art.","['Casual', 'Indie']",meow meow meow me amies one hundred cat hidden unique lovely paris scenario short pleasant experience start beautiful monochromatic illustration relax find cat one one reveal final colored art
Trap Genesis,"Finally, a new universe is here! The great finale of the ten years history of the ""Trap"" series. This is the creation myth of the birth of a blessed world where Gods, men, and crossdressers can love each other freely!","['Adventure', 'Casual', 'Indie']",finally new universe great finale ten year history `` trap '' series creation myth birth blessed world god men crossdressers love freely
REVOLVER360 RE:ACTOR,The world really does revolve around you in this mind-bending shooter where changing your perspective could save your life.,"['Action', 'Indie']",world really revolve around mind-bending shooter changing perspective could save life
Golden Krone Hotel,"Golden Krone Hotel is a gothic horror roguelike. Fight vampires with sunlight or become a vampire yourself and sneak in the shadows. Combines classic turn-based combat with dynamic lighting, an innovative potion system, and fast paced gameplay.","['Adventure', 'Indie', 'RPG', 'Strategy']",golden krone hotel gothic horror roguelike fight vampire sunlight become vampire sneak shadow combine classic turn-based combat dynamic lighting innovative potion system fast paced gameplay
Yakiniku simulator,Simple and easy game! Just chill out and simulate eating yakiniku!,"['Casual', 'Indie', 'Simulation']",simple easy game chill simulate eating yakiniku
My Therapy,A visual novel about cute melancholic girls!,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Early Access']",visual novel cute melancholic girl
Palinurus,"A drifting traveler boards a one-man space shuttle destined for Alpha Centauri. This shuttle is piloted by Budapest, an artificial intelligence program designed to serve humanity. When disaster unexpectedly befalls their ship, the two of them are sent careening through uncharted space.",['Free to Play'],drifting traveler board one-man space shuttle destined alpha centauri shuttle piloted budapest artificial intelligence program designed serve humanity disaster unexpectedly befalls ship two sent careening uncharted space
The Night Cafe: A VR Tribute to Vincent Van Gogh,The Night Cafe is an environment that allows you to explore the world of Vincent van Gogh first hand. Take a moment to enjoy his iconic sunflowers in 3 dimensions or walk around the chair he painted in his bedroom to see it from another angle. Step into the vivid colors straight from his palette.,"['Casual', 'Indie']",night cafe environment allows explore world vincent van gogh first hand take moment enjoy iconic sunflower 3 dimension walk around chair painted bedroom see another angle step vivid color straight palette
Flywrench,Flywrench is a frenetic action game from the makers of Nidhogg about piloting an aerobatic ship through the depths of space.,"['Action', 'Casual', 'Indie']",flywrench frenetic action game maker nidhogg piloting aerobatic ship depth space
Talk to Strangers,Talk to Strangers is a game of everyday survival. Survive door to door conversations ranging from bizarre to mundane (in this order) while trying to sell products to strangers. But beware: nothing is what it seems in this neighborhood.,"['Casual', 'Indie', 'Simulation']",talk stranger game everyday survival survive door door conversation ranging bizarre mundane order trying sell product stranger beware nothing seems neighborhood
MineSweeper Tetris,"Minesweeper Tetris is a new 2D casual game that combines the best elements of two classic games, Minesweeper and Tetris. The minefield constantly grows upward, and row is cleared when player finds all mines in it.","['Casual', 'Free to Play', 'Indie']",minesweeper tetri new 2d casual game combine best element two classic game minesweeper tetri minefield constantly grows upward row cleared player find mine
Jumps,"Enter a world of sky islands and jump your way to the finish, you must complete each level with a certain amount of jumps! and HURRY, you must complete each world in under a certain amount of time.","['Action', 'Indie', 'Racing']",enter world sky island jump way finish must complete level certain amount jump hurry must complete world certain amount time
Impaler,"Impaler is a minimalist arena shooter with spikes. Summon spikes to slay monsters, build barriers, and reach higher ground. Impaler's rogue-like elements ensure each run is a unique challenge.","['Action', 'Indie']",impaler minimalist arena shooter spike summon spike slay monster build barrier reach higher ground impaler 's rogue-like element ensure run unique challenge
Duck Paradox,Shoot bouncing bullets to kill corrupted versions of your Pet Duck. Slow down time to maneuver in a flashy way as you try to solve puzzles under pressure and chain explosions to rescue the original version of your Pet Duck!,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Early Access']",shoot bouncing bullet kill corrupted version pet duck slow time maneuver flashy way try solve puzzle pressure chain explosion rescue original version pet duck
Prologue for a Vacant Kingdom,Vacant Kingdom is a synthesis of bullet hell and story-driven action-RPG. Explore a whimsical yet desolate land and uncover the mystery of why everyone disappeared.,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",vacant kingdom synthesis bullet hell story-driven action-rpg explore whimsical yet desolate land uncover mystery everyone disappeared
Logic World,Build. Program. Simulate. Logic World teaches you how circuits do math.,"['Indie', 'Simulation', 'Early Access']",build program simulate logic world teach circuit math
In The Rural Village of Nagoro,"In The Rural Village of Nagoro is a short, side-scrolling game with minimalist gameplay ‘Interact button’ to tell a fate that falls on Nagoro village. Explore and press ‘F' button’ to greet all cheerful neighborhoods.","['Casual', 'Free to Play', 'Indie', 'Simulation']",rural village nagoro short side-scrolling game minimalist gameplay ‘ interact button ’ tell fate fall nagoro village explore press ‘ f button ’ greet cheerful neighborhood
Mission Zigloton,"Help Zigloton steal an old relic on his journey to infiltrate a mysterious planet, in this challenging platformer developped and hand-animated by one person.","['Adventure', 'Free to Play', 'Indie']",help zigloton steal old relic journey infiltrate mysterious planet challenging platformer developped hand-animated one person
Freddi Fish 3: The Case of the Stolen Conch Shell,The Great Conch Shell has been stolen and it's up to Freddi Fish and Luther to catch the culprit!,"['Adventure', 'Casual']",great conch shell stolen 's freddi fish luther catch culprit
UDONGEIN X,Help Reisen Udongein Inaba navigate through 14 action packed stages in this exhilarating 2D Bullet Hell Platformer based on Touhou Project!,"['Action', 'Indie']",help reisen udongein inaba navigate 14 action packed stage exhilarating 2d bullet hell platformer based touhou project
Meow Express,"You are a cat on a robot vacuum cleaner. Which means you are bus driver in the cat world! Dodge obstacles, pop innocent kids' baloons, dash through buildings to collect your fellow cat pussengers. Meow Express is a cute, fun and annoying casual arcade game, just like our furry friends.","['Adventure', 'Casual']",cat robot vacuum cleaner mean bus driver cat world dodge obstacle pop innocent kid baloons dash building collect fellow cat pussengers meow express cute fun annoying casual arcade game like furry friend
Tadpole Treble,"Embark on a thrilling adventure through sheet music in Tadpole Treble! Escape predatory piranhas, flirtatious tadpoles and more as you make your way back home. Shoot for the top of the leaderboards, or create your own stages and music in Composition Mode!","['Action', 'Adventure', 'Indie']",embark thrilling adventure sheet music tadpole treble escape predatory piranha flirtatious tadpole make way back home shoot top leaderboards create stage music composition mode
Inglorious Waifu VS Nazi Zombies,"Save France from Hitler the fuhrer, with waifu and guns.","['Action', 'Indie']",save france hitler fuhrer waifu gun
Dear Devere,"A romance/mystery visual novel set in 1930s Scotland, told through a letter correspondence.","['Casual', 'Indie']",romance/mystery visual novel set 1930s scotland told letter correspondence
Unium,Draw a line. A single line. How complex can that be?,"['Casual', 'Indie', 'Strategy']",draw line single line complex
Fibbage XL,"NOTE: This game first appeared in The Jackbox Party Pack. It’s Fibbage XL – The Hilarious Bluffing Party Game in standalone form! Fool your friends with your lies, avoid theirs, and find the (usually outrageous) truth. “The mayor of Rabbit Hash, Kentucky is a ____.” Baby? Rabbit? Ham sandwich? Go!","['Casual', 'Indie', 'Strategy']",note game first appeared jackbox party pack ’ fibbage xl – hilarious bluffing party game standalone form fool friend lie avoid find usually outrageous truth “ mayor rabbit hash kentucky ____. ” baby rabbit ham sandwich go
Bug Academy,"Bug Academy is a crazy action game in which you control a swarm of insects. Break through walls while delivering fridges, send rockets into space using chili sauce or catch ghosts with a vacuum cleaner. Finish all the lessons and pass the final exam to become Bug Academy graduate!","['Action', 'Casual', 'Indie']",bug academy crazy action game control swarm insect break wall delivering fridge send rocket space using chili sauce catch ghost vacuum cleaner finish lesson pas final exam become bug academy graduate
Halls of Torment,"Slay hordes of terrifying monsters in this horde survival roguelite. Descend into the Halls of Torment where the lords of the underworld await you. Treasures, magic trinkets, and a growing cast of heroes will grant you the power to vanquish the horrors from beyond. How long can you survive?","['Action', 'Indie', 'RPG', 'Early Access']",slay horde terrifying monster horde survival roguelite descend hall torment lord underworld await treasure magic trinket growing cast hero grant power vanquish horror beyond long survive
OXXO,Ever evolving puzzle game.,"['Casual', 'Indie']",ever evolving puzzle game
qop 4,qop 4 is a minimalistic puzzle which goal is to get the cube to finish using 4 directions in space.,"['Casual', 'Indie']",qop 4 minimalistic puzzle goal get cube finish using 4 direction space
Dino Nest,Dinosaur survival management game. Lead your own pack of dinos and feed to grow bigger. Can you survive or will you become extinct?,"['Indie', 'Simulation', 'Strategy']",dinosaur survival management game lead pack dinos feed grow bigger survive become extinct
When The Night Comes,"When The Night Comes is a queer, narrative-driven, supernatural visual novel.","['Casual', 'Indie']",night come queer narrative-driven supernatural visual novel
Feather Of Praying 羽翼的祈愿,"Everyone has their own story and also has a different fate from others. No matter how cruel the reality is, we all have the right to hope for the future, look forward to, and look forward to, wishing that tomorrow will be better.","['Adventure', 'Indie']",everyone story also different fate others matter cruel reality right hope future look forward look forward wishing tomorrow better
Hidden Paws Mystery,What is this cat doing here? And where are his friends? Explore strange and beautiful islands to find all the little kittens hidden there.,"['Casual', 'Indie']",cat friend explore strange beautiful island find little kitten hidden
Seventh Lair,"Seventh Lair is a short visual novel featuring some cast members of The House in Fata Morgana. It exists in a parallel universe to the original game, so can be enjoyed even by those unfamiliar with it.","['Adventure', 'Indie']",seventh lair short visual novel featuring cast member house fata morgana exists parallel universe original game enjoyed even unfamiliar
My So-called Future Girlfriend,"This game is a male-oriented visual novel that features text, illustration, and voice.","['Casual', 'Indie', 'Simulation']",game male-oriented visual novel feature text illustration voice
100 hidden mice,Hidden object game in the laboratory setting. Black and white hand-drawn graphics in a cartoon style. Difficult and interesting! Very large location!,"['Adventure', 'Casual', 'Indie']",hidden object game laboratory setting black white hand-drawn graphic cartoon style difficult interesting large location
Alice Mystery Garden,"Join Alice, who has wandered into the wondrous land of Alice Mystery Garden, to overcome adversity in this VR action-puzzle game. Control Alice's movements while switching back and forth between a top-down player perspective and Alice's in-world perspective to collect scattered looking-glass fragments and clear each stage.",['Casual'],join alice wandered wondrous land alice mystery garden overcome adversity vr action-puzzle game control alice 's movement switching back forth top-down player perspective alice 's in-world perspective collect scattered looking-glass fragment clear stage
VenusBlood HOLLOW International,"War hangs like the sword of Damocles over Helvetia, a land ruled by four Dark Lords. In this age of blood and strife, Leonhardt Arknoah, a war hero and leader of the Varganian Empire's secret task force, steps onto the battlefield once more, the flames of ambition burning brightly within him.","['Adventure', 'RPG', 'Simulation', 'Strategy']",war hang like sword damocles helvetia land ruled four dark lord age blood strife leonhardt arknoah war hero leader varganian empire 's secret task force step onto battlefield flame ambition burning brightly within
The Sand Man,"“I’ll tell you a scary story. It’s so scary you might not be able to take it. It’s the story of the Sand Man...” This is the second title in the Strange Man series, developed by Uri Games. Unable to sleep and exhausted, Sophie wanders into a town where everything sleeps. That is where the terror begins...","['Adventure', 'Casual', 'Indie']",“ ’ tell scary story ’ scary might able take ’ story sand man ... ” second title strange man series developed uri game unable sleep exhausted sophie wanders town everything sleep terror begin ...
FIND ALL 3: Travel,"Look for hidden cats, raccoons, other animals and objects, color this painted world. You have to go on an exciting journey through different levels. More than 1500 items of varying difficulty are waiting for you!","['Adventure', 'Casual', 'Indie']",look hidden cat raccoon animal object color painted world go exciting journey different level 1500 item varying difficulty waiting
Rocket Assault: Black City,"Fast-paced racing game based on Rocket League mechanics, race against players from all over the world, defeat them to rank up in the leaderboards and get special items to show off your skills","['Action', 'Indie', 'Racing']",fast-paced racing game based rocket league mechanic race player world defeat rank leaderboards get special item show skill
Supaplex,The legendary game. One of the best action-puzzle games in the world!,"['Action', 'Casual', 'Indie']",legendary game one best action-puzzle game world
Creepy Tale 3: Ingrid Penance,"As punishment for her transgressions, Ingrid is sent to hell. As she struggles through the darkness that hungers to consume her heart, she makes her way toward redemption. Her fate is in your hands.","['Adventure', 'Indie']",punishment transgression ingrid sent hell struggle darkness hunger consume heart make way toward redemption fate hand
Halluci-Sabbat of Koishi,"Touhou Project, Komeiji Koishi's Action Game, with collision between sword and magic! Help Marisa hold a Sabbat of witches, and explore the way of treasure hunt with wisdom and strength. On the day of the war, there is the glory of death and no shame of life.","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",touhou project komeiji koishi 's action game collision sword magic help marisa hold sabbat witch explore way treasure hunt wisdom strength day war glory death shame life
Gachi run: Running of the slaves,Furious 3D runner about a pumped-up Gachi. Run as far as possible! Collect Sweets! Set new records and enjoy a great soundtrack.,"['Action', 'Adventure', 'Casual', 'Indie']",furious 3d runner pumped-up gachi run far possible collect sweet set new record enjoy great soundtrack
Plasma,"Plasma is an engineering sandbox. Unleash your creativity with fun and intuitive robotics, physics, and visual programming tools.","['Indie', 'Simulation', 'Early Access']",plasma engineering sandbox unleash creativity fun intuitive robotics physic visual programming tool
Beach Island Deluxe,"Beach Island Deluxe is a micro open-world platforming game, made entirely by one person! Set on the mysterious Beach Island, scour the island for stars to open the ancient Gateway! There's plenty to explore and uncover on Beach Island. Can you find all 15 stars?","['Action', 'Adventure', 'Casual', 'Free to Play']",beach island deluxe micro open-world platforming game made entirely one person set mysterious beach island scour island star open ancient gateway 's plenty explore uncover beach island find 15 star
Lost Lands: Dark Overlord Collector's Edition,"Susan had just stepped away to answer the phone, but when she returned she saw something pulling her son Jimmy through a shimmering portal. It closed before she could pull him back. To save him, she must find a way to this other world. Before Susan lies a world that no one else has ever seen before...","['Adventure', 'Casual']",susan stepped away answer phone returned saw something pulling son jimmy shimmering portal closed could pull back save must find way world susan lie world one else ever seen ...
The Juicer,The game is a cheerful shooter with a user-friendly gameplay in an original setting.,"['Action', 'Indie']",game cheerful shooter user-friendly gameplay original setting
Coralina,"A RETRO RPG about lost MEMORIES in the LIMBO! Coralina needs to solve cases, alongside a Crow with a tophat.","['Adventure', 'Casual', 'Indie', 'RPG']",retro rpg lost memory limbo coralina need solve case alongside crow tophat
UBERMOSH:SANTICIDE,SANTICIDE is the sixth volume of the arcade series UBERMOSH. A must buy for arcade and top-down enthusiasts.,"['Action', 'Indie']",santicide sixth volume arcade series ubermosh must buy arcade top-down enthusiast
Apple Slash,Repel an invasion of mysterious charming creatures in a vast murky marshland. Strike your foes in a God-like slash-based manner and experience ambiguous encounters brimming with personality.,"['Action', 'Adventure', 'Indie', 'RPG']",repel invasion mysterious charming creature vast murky marshland strike foe god-like slash-based manner experience ambiguous encounter brimming personality
Behind Glass: Aquarium Simulator,"Create your very own aquariums on your PC with Behind Glass. With our realistic 3D aquarium engine, you can enjoy the details of lifelike fish, plants, decorations, algae, and more. Add realistic water and lighting effects and your monitor becomes a fish tank. Virtual aquascaping is so easy!","['Casual', 'Indie', 'Simulation', 'Early Access']",create aquarium pc behind glass realistic 3d aquarium engine enjoy detail lifelike fish plant decoration algae add realistic water lighting effect monitor becomes fish tank virtual aquascaping easy
Retro Gadgets,"Retro Gadgets is a gadget creation station where you invent, build, solder, code and customise your own electrifying gadgets then share them with the world.","['Simulation', 'Early Access']",retro gadget gadget creation station invent build solder code customise electrifying gadget share world
Pleasure Puzzle:Portrait 趣拼拼：肖像画,"Elaborate jigsaw puzzle: 100 beautiful pictures, 100 custom difficulty, 100 game achievements.","['Casual', 'Indie', 'Simulation']",elaborate jigsaw puzzle 100 beautiful picture 100 custom difficulty 100 game achievement
Super Crush KO,"Super Crush KO is a fast-paced brawler set in a vibrant, near-future city. Zip up your favourite neon jacket and combo your way through swarms of deadly robots to save your kidnapped kitten and, while you’re at it, save humanity from an AI apocalypse.","['Action', 'Indie']",super crush ko fast-paced brawler set vibrant near-future city zip favourite neon jacket combo way swarm deadly robot save kidnapped kitten ’ save humanity ai apocalypse
Memoir,A short memoir that recounts the memories of him first love,"['Casual', 'Indie']",short memoir recount memory first love
LuGame: Lunchtime Games Club!,"A games club’s without members… or games?! Who is this crazy robot girl? Why am I being harassed by this cute bully? Life may not have a controller, but it certainly feels like a big game!",['Adventure'],game club ’ without members… game crazy robot girl harassed cute bully life may controller certainly feel like big game
A Study in Steampunk: Choice by Gaslight,"Steam-powered mechs meet forbidden sorcery in this interactive steampunk novel, inspired by Sherlock Holmes, Dracula, Jekyll & Hyde, and Jack the Ripper!","['Indie', 'RPG']",steam-powered mechs meet forbidden sorcery interactive steampunk novel inspired sherlock holmes dracula jekyll hyde jack ripper
ISOLAND3: Dust of the Universe,"A sequel to the ISOLAND series, where you continue your journey to explore the story of the universe on this island.","['Adventure', 'Casual', 'Indie', 'Strategy']",sequel isoland series continue journey explore story universe island
Muv-Luv photonflowers*,"It's the best of both worlds! Jam-packed with twelve tales that expand upon the Muv-Luv multiverse, this compilation is sure to satisfy that series sweet tooth!","['Adventure', 'Casual']",'s best world jam-packed twelve tale expand upon muv-luv multiverse compilation sure satisfy series sweet tooth
Silicon Dreams  |  cyberpunk interrogation,"It’s 2065, and you are an interrogator-model android tasked with rooting out deviants among your own kind. You must probe for lies, monitor and exploit emotional spikes, earn the trust of your subjects, and make the final call: release, or destroy?","['Adventure', 'Indie', 'Simulation']",’ 2065 interrogator-model android tasked rooting deviant among kind must probe lie monitor exploit emotional spike earn trust subject make final call release destroy
MONSTER CARDS,Bring your original deck of cards and play against everyone!,"['Casual', 'Free to Play', 'Indie', 'Early Access']",bring original deck card play everyone
Trash Bomber,"Inspect randomly generated piles of trash, poured into the incinerator. Find all the objects that aren't allowed to be burned down, and... BLOW THEM UP!","['Casual', 'Free to Play', 'Indie']",inspect randomly generated pile trash poured incinerator find object n't allowed burned ... blow
Hegemony Gold: Wars of Ancient Greece,"Conquer the ancient Greek world in Hegemony Gold: Wars of Ancient Greece, an epic strategy wargame that expands and refines the award-winning Hegemony: Philip of Macedon with brand new content and features.","['Indie', 'Strategy']",conquer ancient greek world hegemony gold war ancient greece epic strategy wargame expands refines award-winning hegemony philip macedon brand new content feature
Age of Fear 3: The Legend,"Play as either Nairi, an imprisoned Dryad fighting for her freedom, or Gilrock, a drunken Dwarven Lord on a quest to restore his family's honour (or just to kick some arse!). The Age of Fear series is a deep and complex turn-based strategy that fuses a tabletop wargame with RPG elements.","['Indie', 'RPG', 'Strategy']",play either nairi imprisoned dryad fighting freedom gilrock drunken dwarven lord quest restore family 's honour kick arse age fear series deep complex turn-based strategy fuse tabletop wargame rpg element
