Title,Description,Genre
The Juicer,The game is a cheerful shooter with a user-friendly gameplay in an original setting.,"['Action', 'Indie']"
Coralina,"A RETRO RPG about lost MEMORIES in the LIMBO! Coralina needs to solve cases, alongside a Crow with a tophat.","['Adventure', 'Casual', 'Indie', 'RPG']"
UBERMOSH:SANTICIDE,SANTICIDE is the sixth volume of the arcade series UBERMOSH. A must buy for arcade and top-down enthusiasts.,"['Action', 'Indie']"
Apple Slash,Repel an invasion of mysterious charming creatures in a vast murky marshland. Strike your foes in a God-like slash-based manner and experience ambiguous encounters brimming with personality.,"['Action', 'Adventure', 'Indie', 'RPG']"
Behind Glass: Aquarium Simulator,"Create your very own aquariums on your PC with Behind Glass. With our realistic 3D aquarium engine, you can enjoy the details of lifelike fish, plants, decorations, algae, and more. Add realistic water and lighting effects and your monitor becomes a fish tank. Virtual aquascaping is so easy!","['Casual', 'Indie', 'Simulation', 'Early Access']"
Retro Gadgets,"Retro Gadgets is a gadget creation station where you invent, build, solder, code and customise your own electrifying gadgets then share them with the world.","['Simulation', 'Early Access']"
Pleasure Puzzle:Portrait 趣拼拼：肖像画,"Elaborate jigsaw puzzle: 100 beautiful pictures, 100 custom difficulty, 100 game achievements.","['Casual', 'Indie', 'Simulation']"
Super Crush KO,"Super Crush KO is a fast-paced brawler set in a vibrant, near-future city. Zip up your favourite neon jacket and combo your way through swarms of deadly robots to save your kidnapped kitten and, while you’re at it, save humanity from an AI apocalypse.","['Action', 'Indie']"
Memoir,A short memoir that recounts the memories of him first love,"['Casual', 'Indie']"
LuGame: Lunchtime Games Club!,"A games club’s without members… or games?! Who is this crazy robot girl? Why am I being harassed by this cute bully? Life may not have a controller, but it certainly feels like a big game!",['Adventure']
A Study in Steampunk: Choice by Gaslight,"Steam-powered mechs meet forbidden sorcery in this interactive steampunk novel, inspired by Sherlock Holmes, Dracula, Jekyll & Hyde, and Jack the Ripper!","['Indie', 'RPG']"
ISOLAND3: Dust of the Universe,"A sequel to the ISOLAND series, where you continue your journey to explore the story of the universe on this island.","['Adventure', 'Casual', 'Indie', 'Strategy']"
Muv-Luv photonflowers*,"It's the best of both worlds! Jam-packed with twelve tales that expand upon the Muv-Luv multiverse, this compilation is sure to satisfy that series sweet tooth!","['Adventure', 'Casual']"
Silicon Dreams  |  cyberpunk interrogation,"It’s 2065, and you are an interrogator-model android tasked with rooting out deviants among your own kind. You must probe for lies, monitor and exploit emotional spikes, earn the trust of your subjects, and make the final call: release, or destroy?","['Adventure', 'Indie', 'Simulation']"
MONSTER CARDS,Bring your original deck of cards and play against everyone!,"['Casual', 'Free to Play', 'Indie', 'Early Access']"
Trash Bomber,"Inspect randomly generated piles of trash, poured into the incinerator. Find all the objects that aren't allowed to be burned down, and... BLOW THEM UP!","['Casual', 'Free to Play', 'Indie']"
Hegemony Gold: Wars of Ancient Greece,"Conquer the ancient Greek world in Hegemony Gold: Wars of Ancient Greece, an epic strategy wargame that expands and refines the award-winning Hegemony: Philip of Macedon with brand new content and features.","['Indie', 'Strategy']"
Age of Fear 3: The Legend,"Play as either Nairi, an imprisoned Dryad fighting for her freedom, or Gilrock, a drunken Dwarven Lord on a quest to restore his family's honour (or just to kick some arse!). The Age of Fear series is a deep and complex turn-based strategy that fuses a tabletop wargame with RPG elements.","['Indie', 'RPG', 'Strategy']"
Railway Islands - Puzzle,Railway Islands is a puzzle game about designing a railway map for a large archipelago. Make a safe path between the stations and let your train deliver all the resources and go to the next island.,"['Casual', 'Indie']"
Inspector Waffles,"Murder. Nothin’ nice about it. In this old school detective adventure, step into the boots of whip-smart Inspector Waffles and travel the city to track hidden clues, interrogate shady suspects, and unravel a dangerous mystery. But be warned: curiosity killed the cat...","['Adventure', 'Indie']"
Nurse Love Syndrome,"Meet cheerful Kaori Sawai, fresh out of nursing school, as she joins Yurigahama Hospital. Surviving a near death experience as a child left her with a desire to become a nurse and ""healing hands"" that let her relieve pain in patients just by touching them.",['Adventure']
Dadish,"Explore an exciting world, face off with fast-food themed foes, and reunite Dadish with his missing children in this challenging platforming adventure.","['Action', 'Adventure', 'Indie']"
YumeCore,"""YumeCore"" is a new type of game combining side-scrolling beat-’em-up action with adventure-style investigation that puts the “aii” in “kawaii.” Fight your way through the waking dreams of the sickly girl Soboko to escape the hospital.",['Action']
Buried: An Interactive Story,"Buried is a playable, interactive story told through stunning photos, a haunting soundscape, and gripping text. You play the role of Roger Hastings, a logger who awakens to find his friends missing, uncovering something that should have stayed hidden...","['Adventure', 'Indie']"
The Endless Empty,A surreal post-life adventure,"['Adventure', 'Indie', 'RPG']"
The Wind and Wilting Blossom,"Navigate the war-torn lands of an alternate history Heian Japan battling yokai hordes in challenging turn-based combat. Encounter hundreds of story events, level-up your party, and unlock new allies and weapons. Die, learn from your mistakes, and try again.","['Indie', 'RPG', 'Strategy']"
MOTHERED - A ROLE-PLAYING HORROR GAME,An immersive first-person horror adventure where you play the role of LIANA - a young girl who arrives home after major surgery and is met with a strange mannequin claiming to be her mother.,['Adventure']
Umihara Kawase,Umihara Kawase is a girl who uses a fishing hook as a grappling hook. You’ll need quick reflexes to swing your way through the branching surreal environments. Use your brains to figure out the best way through. They say fish is brain food—you’re going to need it!,"['Action', 'Indie']"
Drums Rock,"Drums Rock is an arcade drums game for VR, follow the rhythm of rock with your drums and smash the demons. Live a unique campaign: with different levels, challenges, songs and worlds. Drums Rock is an ideal game to feel like a rock hero, while destroying hordes of demons to the rhythm of rock!","['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']"
Nanairo Reincarnation,Join spirit detective Kagami Makoto and his demon familiars as they hunt down the wandering ghosts disrupting the peace of his small town.,"['Adventure', 'Casual']"
Press Any Button,This video game realized how boring it had been and now is trying its best to fix that.,"['Casual', 'Indie']"
Thermo Sudoku,How does Thermo Sudoku work? Each sudoku grid contains thermometer shapes (often drawn to create themes) and digits on thermometers must increase as one moves further from the bulb end.,"['Casual', 'Indie', 'Strategy']"
Moko's Advice,A dark comedy choice game about appeasement,"['Free to Play', 'Indie', 'Simulation']"
Muv-Luv Alternative Total Eclipse Remastered,"As mankind races to create new weapons to turn the tide in its war against alien invaders, Yuuya, a hot-headed American pilot, is assigned to work with a beautiful but cold Japanese officer on a top-secret project. Can they learn to work together in time to make the weapon that saves us all?","['Adventure', 'Casual']"
LIBRARY,LIBRARY is a cute game about hanging out and throwing stuff at your new friends! · ◡ · 💌,['Indie']
Mail Mole + 'Xpress Deliveries,"Mail Mole is a charming 3D platformer featuring Molty, the fastest delivery mole, in his quest to save Carrotland from disaster! Explore magical worlds, make new friends, race against Mecha-Moles, find collectibles, solve puzzles and deliver awesomeness to the end of the world!","['Action', 'Adventure', 'Casual', 'Indie']"
Cannibal Abduction,"The family is hungry and he must provide, VHS slasher survival horror.","['Adventure', 'Indie']"
Magic Research,Magic Research is a text-based incremental game about Magic. You are the headmaster of a newly-created institution of Magic. Will you be able to lead your school to win the prestigious Tournament of Magic?,"['Adventure', 'Casual', 'Simulation']"
Grandpa's Cheese,Grandpa has gone mad! collect the cheese and give them to Reeze so he can feed his mouse to get the hell out of the house!,"['Action', 'Indie', 'Strategy']"
Retrocycles,Race. Do not crash. Trap your enemies. Enter the maze. Dominate the zone. DO NOT CRASH.,"['Action', 'Indie', 'Racing', 'Sports']"
Grisaia Phantom Trigger Vol.2,"A VIP disappears en route to Japan, and it's up to Mihama students Rena, Tohka, Chris, and Murasaki to help investigate, with the twins from Kyousen Sakuragaoka in tow. Recovering the VIP pushes their minds and bodies to the brink, and to top it all off, Rena and Haruto’s past is revealed as well!","['Adventure', 'Casual']"
Monkey GO Happy,The original 5 Monkey GO Happy games have been compiled into one great app.,"['Adventure', 'Casual', 'Indie']"
Gravity Ghost,"Gravity Ghost is a physics game with a twist. Run, jump, and soar around planets, using gravity to glide through the air. Explore a shattered galaxy and rescue its survivors, armed with powerups and mysterious terraforming powers. Meet the 7 magical guardians and best their challenges. There's no killing, no dying, and no way to fail.",['Indie']
Active Neurons - Wonders Of The World,A puzzle slasher that trains spatial and logical thinking. Power up your brains!,"['Casual', 'Free to Play', 'Indie', 'Strategy']"
Pepper's Puzzles,"Pepper's Puzzles is a collection of logic games also known as Nonogram, Picross or Griddlers.","['Casual', 'Indie']"
Sakura MMO 3,"The final part of the Sakura MMO series. Viola and her party embark on their most dangerous quest yet, as they face off against an evil goddess to save all of Asaph.",['Simulation']
SCP: Observer,"SCP: Observer is a frightening experience in which you'll play the role of a maintenance engineer trapped inside a security room. Survive by managing the emergency power supply, monitoring the facility's camera system for threats and blocking the paths of oncoming horrors.","['Free to Play', 'Indie']"
Owlone in the Woods,Help an owl find its chicks after losing them - and the ability to fly - in a thunderstorm. In this short 2D platformer you slowly recover your ability to navigate the dangers of the forest as you bring your chicks back to your hollow one by one.,"['Action', 'Adventure', 'Free to Play', 'Indie']"
RUKIMIN's Disappointing Adventure! ~SHOBOMI AND THE PHANTOM RUINS~,"Action game suitable for live game play and streaming, which looks cute but full of unreasonable traps! ""RUKIMIN's Disappointing Adventure!"" series is a 2D side-scrolling action game in which you control Shobomi, a cute cat character, and aim for the goal!","['Action', 'Casual', 'Free to Play', 'Indie']"
The Dandelion Girl: Don't You Remember Me?,"A short visual novel about a middle-aged man on his summer vacation, where he meets a strange girl who claims to be from the future. Adapted from a short story.","['Free to Play', 'Indie', 'Simulation']"
Skeleton Boomerang,"Skeleton Boomerang is a platformer where the hero, Hunter, must use an enchanted boomerang to put an end to an army of bony soldiers led by the voodoo master Mr. Saturday. Get high scores, collect upgrades, find secrets, and overcome many skeletal challenges!","['Action', 'Indie']"
RGB Rush,"How accurately can you recreate a random colour? Forget using a colour picker, learn to form hex codes in your mind. Impress your crush. Prove your abilities under the clock, blindfolded. Practice today.","['Casual', 'Indie']"
Sable's Grimoire,"Sable's Grimoire is a visual novel featuring monster girls in a magic academy setting. Play as Sable, an aspiring magic researcher, as he get sucked into the daily lives and troubles of his demi-human classmates.","['Casual', 'Indie', 'Simulation']"
Steel Salvo,"Pilot a hulking mech and protect Triton from robot hordes. With the help of your team, vanquish the robot overlord! Experience super-fast FPS mecha action in this short but challenging single-player game!","['Action', 'Free to Play', 'Indie']"
CozyTyper,"CozyTyper is a relaxing game where you can enjoy a cozy atmosphere while you spend your time improving your typing accuracy and speed, without the pressure of a ticking clock. Take your touch typing to the next level with calm practice and muscle memory training! Slow is smooth, smooth is fast.","['Casual', 'Indie', 'Simulation']"
Ouroboros,"Ouroboros presents a bright, cheerful world in which something is horrifyingly wrong. The hero has a princess to save and a quest set before him, but there are unsettling signs that all this has happened before.","['Action', 'Adventure', 'Indie', 'RPG']"
Corona Blossom Vol.3 Journey to the Stars,"In the midst of a furious battle, the launch countdown begins. Time is running out for Keiji and his friends. Will the quest to help R-ne return home be successful? Find out in the thrilling and heartwarming conclusion to the Corona Blossom trilogy!","['Adventure', 'Casual']"
The Last Time,"The Last Time features the narrative depth and emotional impact of a modern adventure title, delivered with the graphical style and game mechanics of a classic point-and-click. Play as Jack Glover, a frail old man who must come out of retirement to face his demons.","['Adventure', 'Indie']"
Nomori: Prologue,"Nomori is a mind-bending puzzle game where you need to control time and space to journey through a shattered spirit world. Take shortcuts through portals, rotate your perspective, and control the flow of time to move forward, whichever way that is.","['Adventure', 'Free to Play', 'Indie', 'Early Access']"
Colorzzle,"Colorzzle is an easy and relaxing puzzle game. When you match the colors, the trees grow and flowers bloom. Grow up every plants to clear the stage. You can start easily, but it will become more and more difficult as you proceed.","['Casual', 'Indie']"
The Answer Is 42,"The answer to life, the universe, and everything. Connect the numbers. Fill the board. You will find out.","['Casual', 'Indie']"
Temp Zero,"Temp Zero is a minimalist roguelike which mixes intense action and musical bullet hell. Fight enemies which attack to the beat, choose perks, defeat the final boss, unlock new weapons, spells & soundtracks!","['Action', 'Indie']"
Atopes,Your future is vaster than the cosmos.,"['Free to Play', 'Indie']"
MARSUPILAMI - HOOBADVENTURE,Discover the Marsupilamis as you have never seen them before in an adventure full of surprises!,"['Action', 'Adventure']"
Mini Words - minimalist puzzle,"721 words. That is enough to cover 90% of conversations in English. Unscramble those words in Mini Words - a unique mix of puzzle, word search and hangman.","['Casual', 'Indie']"
Airranger,"Airranger is a bow and arrow multiplayer game. Nothing in usual in the realm of conventional gaming, sure, but it makes for one of the best VR game with a headset donned. You can move around or fly to the sky, as well as use your unique weapons to defeat all your opponents in your own way. only the last one standing can win.","['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation']"
Lost Potato,"Lost Potato is a minimalistic top-down roguelite where you can't damage enemies directly. Push them into spikes, reflect bullets and help a young potato find its way out of a jungle filled with man-eating tribes!","['Action', 'Indie']"
Lady in Mystery,"Welcome to the detective agency in old Seoul. This visual novel provides unique mystery and lesbian romance. Players can choose which one of 4 female characters will be the closest to the main character, ""Heesoo."" Some of your choices might lead you to a dark and dangerous path.","['Casual', 'Indie']"
The Pilgrim,"Explore a strange and mysterious world, searching through the environment for symbols that will open the way forward.",['Free to Play']
Glorkian Warrior: The Trials Of Glork,"A comic-styled mashup of Galaga-style shoot-em-up, simple platforming action, and Saturday morning cartoon. In collaboration with Eisner-award-winning cartoonist James Kochalka!",['Indie']
Draft of Darkness,"Draft of Darkness is a survival horror deck builder with roguelike dungeon exploration. Recruit allies, synergize their decks to create powerful card combos, manage your resources, explore procedurally generated maps and determine the outcome of the story.","['Indie', 'RPG', 'Strategy', 'Early Access']"
IllusionCircle,"IllusionCircle is a unique and very interesting game, and you will be deeply shocked by it.Make you believe that the world is not real. You will find it very difficult to get a higher score. You need to challenge your limits.It's a good choice to give it as a gift to your friends this Christmas.","['Casual', 'Indie', 'Racing']"
HipWitch,"HipWitch is a chill puzzle game that invites you to explore a beautiful nature reserve. Play as Prom, a young witch helping a cast of quirky characters. Use a variety of spells, and the power of 90s dial-up internet to solve the tasks ahead!","['Adventure', 'Casual', 'Indie']"
Yggdra Union,"In order to recapture her homeland, Yggdra gathers her allies and confronts the empire. ""Yggdra Union"" is a tactics RPG that features three elements: the ""Union System"", in which players team up with her allies to launch attacks, the exhilarating ""Clash"" through army battles, and the ""Tactics Card"".","['RPG', 'Simulation', 'Early Access']"
Love's Sweet Garnish 2,"Taking place months after the reopening of the café, Milk Hall Caramella, the season now shifts to summer. The café is as busy as ever so even Ciel and Koron have come to help out. No longer unsure of what to do, Asaki is steadfast in his goal to protect Caramella.","['Casual', 'Indie']"
Wheely,"Plunge into exciting adventures with Wheely car. There are eight stories in the game, in which you will have to solve puzzles, save the planet from disaster, fight with foes, travel in time, investigate crimes and find your love. More than 100 levels, each of them is a unique mini-puzzle.","['Adventure', 'Casual', 'Indie']"
Space Cats Tactics: Prologue,Fight nerve-wracking spaceship battles in this turn-based tactical space opera RPG! Manage your crew of feline warriors to adapt to every strategic situation and dive into a thrilling space opera story where your choices will determine your path.,"['Indie', 'RPG', 'Simulation', 'Strategy']"
VTuber Connect,"VTuber Connect is a love letter to VTubers as a medium. One that hides nothing, but embraces everything. Whether you’re a VTuber or a viewer, we all form connections in our own way. How will you connect?","['Casual', 'Free to Play', 'Indie', 'Simulation']"
Ogu and the Secret Forest,Explore the wonderful world with baby Ogu! 'Ogu and the Secret Forest' is a 2D adventure game with hand-drawn characters and various types of puzzles. Befriend bouncy characters and defeat strange creatures to unravel the mystery of the charming world.,"['Adventure', 'Early Access']"
The Secret of Retropolis,"The Secret of Retropolis is a VR narrative game of a new kind, a blend of classic point-and-click adventure with immersive cinematography. Embody the witty protagonist of a film noir plot. Meet unforgettable characters. Solve puzzles. Lose yourself in the retro-futuristic atmosphere.","['Adventure', 'Indie']"
The Zodiac Trial,"The Zodiac Trial has begun, and everybody's life is on the line! Will these 12 jurors be able to solve the mysteries and cooperate, or will they resort to betrayal, deception, and violence? Get out alive or die, die again!",['Indie']
SLAMMED!,"Turn a scripted steel-cage wrestling match into a real fight in this 250,000-word interactive novel, the greatest text-based pro-wrestling RPG in the world!","['Indie', 'RPG']"
Godless Tactics,"Lead an elite strike team through the wars of a reborn civilisation, and decide the fate of humanity through your achievements and choices. Traverse a dynamic war-map, engage in fast, turn-based battles, and explore the world of 2952.","['Adventure', 'Strategy']"
Redirection,"Unknown forces have scattered the Robot crew of the Starship Redirection across a perilous asteroid belt! In this 3D puzzle game, play as the ship’s computer and solve challenging puzzles to rescue your Robotic colleagues.","['Casual', 'Indie']"
Basements n' Basilisks: Storms of Sorcery,"A visual novel paying satirical homage to the world’s greatest TTRPG. Make important choices, roll countless dice, build lasting relationships, explore magical lands and experience all the rest of the crap you expect from a fantasy game without the hassle of finding actual friends to play with!","['Adventure', 'Casual', 'RPG', 'Simulation']"
Kubinashi Recollection,"In order to retrieve the lost memories, Sekibanki has a big adventure in the world of dreams! Use your ""head"" to fight your way through a stage full of various mechanisms. It's a 2D visual action puzzle game with a new sensation!","['Action', 'Indie']"
Dungeon Scavenger,Dungeon Scavenger is a unique turn-based old school dungeon crawler that sets you on a challenging path of exploration. Select a hero to keep the threat of the dungeon and demon realms away from the town's people with an innovative combat system. Can you save the town from the danger below?,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
Button City,"Button City is a narrative adventure game about a fox and his friends banding together to save their local arcade! Explore a diorama world, play exciting arcade games, complete quirky quests and meet cute animal friends.","['Adventure', 'Casual', 'Indie']"
Gensokyo Defenders,"Use Traps and Spell Cards to fight back the magical masses! Blistering shoot-em-up action meets tactical tower defense as you choose from almost 20 popular characters to stop the fairy onslaught! Take advantage of their unique powers and tricky Traps to freeze, fry, and blow your enemies away!","['Action', 'Strategy']"
The Hayseed Knight,A ragtag band of misfits tell the unlikely tale of a one-eyed farmboy's accidental rise to fame in this fully voice-acted animated visual novel.,"['Adventure', 'Indie', 'RPG', 'Simulation']"
Polygunners,"Polygunners is a cross between a twin-stick shooter and an RPG. Upgrade abilities, explore dungeons and towns, and fight bosses to progress through the world. Playing with your friends with local co-op cranks the experience up to 11 for satisfying dynamic gameplay.","['Action', 'Free to Play', 'Indie']"
Few Nights More,"Few Nights More is a roguelike turn-based RPG based in a world where Vampire Lords seek to conquer lost territories and their place in the world. Design and defend your stronghold, slay your enemies with traps, fulfill your Lord’s true potential, slowly conquering what is rightfully yours.","['Indie', 'RPG', 'Early Access']"
The Afterglow of Grisaia,"A side story to The Labyrinth of Grisaia, this game explores protagonist Kazami Yuuji's past, focusing on his life with Kusakabe Asako, the CIRS agent who rescued him at a young age from a terrorist organization. Secret passages of The Labyrinth of Grisaia are revealed within...","['Adventure', 'Casual']"
Low Oxygen,"Explore an abandoned facility on the planet you've crashlanded, solving puzzles with strange plants along the way.","['Adventure', 'Casual', 'Free to Play', 'Indie']"
Shiner,Learn every attack that gets used against you in this turn-based strategy game. Meet (and battle) a colorful cast of fully voice-acted characters as you search for the bully who wronged you.,"['Adventure', 'Free to Play', 'RPG', 'Strategy']"
RESTLESS SOUL,"Laugh in the face of death in this hauntingly humorous comedy adventure about a wayward soul trying to make it back to the land of the living. Engage in bullet-hell lite battles, solve puzzles, and communicate with the dead as you navigate this “colorful” world. Death is just the beginning.","['Adventure', 'Indie', 'RPG']"
Let's Cook Together,"Let's Cook Together is a cooperative, family-friendly game for 2 - play with your spouse, kid, (grand)parent or friend.","['Casual', 'Indie']"
Geneforge 5: Overthrow,"Geneforge 5: Overthrow is an Indie fantasy role-playing adventure, the final chapter of the epic Geneforge Saga. Return to the world of the Shapers one final time. Explore a vast, war-torn world, create and mold your own army of strange, powerful monsters, and choose a side to help lead to final victory.","['Strategy', 'RPG', 'Indie']"
Tsuro - The Game of The Path,"Relax with this beautiful, Zen board game. Play with friends, AI, or simply enjoy the solo experience. It's like a holiday for your mind...","['Casual', 'Strategy']"
Idol Magical Girl Chiru Chiru Michiru Part 1,"Matsushima Michiru is a loved, respected, nationally-famous idol, worthy of singing on the same stage as the legendary Kazami Kazuki... in her own dreams, at least. In reality, she's a complete nobody, only able to perform in a dingy basement bar on the weekends for crowds numbering in the single digits.","['Adventure', 'Casual']"
Darius Cozmic Collection Arcade,"Darius is one of the pioneers of the side-scrolling shoot 'em genre, and the Steam version replicates the multi-screen arcade experience with 4 different titles and 7 versions filled with aquatic-lifeform-themed bosses and epic, Zuntata-composed soundscapes!",['Action']
The Peresmeshnik,"It is said that the last frontier is space, but the crew of the Soviet Frigate, The Peresmeshnik, is about to discover that the sea still hides a terrifying secret. Waiting to be found.","['Adventure', 'Free to Play']"
Militia,"Militia is a tight turn-based strategy game that brings the thrill of victory to single-player. It's simple to pick up, and from the moment you start, you'll be learning and improving -- building your skills, learning new strategies, and ranking up on the single player ladder.",['Strategy']
Freight Hopper,Welcome to the world of Freight Hopper. A high-octane first-person parkour experience. Test your spontaneous planning and reach the goal as fast as possible!,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Racing']"
Barbaria,"Barbaria is a VR combat/builder mashup. Attack other players, build defenses, and equip your team as you compete to be the Mightiest in Barbaria!","['Action', 'Indie', 'RPG', 'Strategy']"
Cat Simulator : Animals on Farm,"Sneak up on your enemies, help Farmer, Goat and Piggy, and start a family!","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
The Eden of Grisaia,"The final chapter in the Grisaia series. He thought life at the academy would never change. Everyone marched forward in the same direction, matching step for step; before he knew it, he began to surrender to that illusion. He believed that he would only arrive at the same place if he continued down the same path as everyone else.","['Action', 'Adventure', 'Casual']"
Play With Gilbert - A Small Tail,"Play With Gilbert - A Small Tail is a free playable sampler for the game: Play With Gilbert - Remake, which is a third-person sandbox game created for young children (Ages 3+). It encourages curiosity and role-play while helping them become familiarized with 3D games and gameplay.","['Adventure', 'Casual', 'Indie']"
Delicious - Emily's New Beginning,Play Delicious - Emily's New Beginning and enjoy a new phase in Emily's life! Can you help her run Emily's Place together with taking care of a beautiful daughter?,"['Adventure', 'Casual', 'Indie']"
Jewel Match Twilight Solitaire,"It was a dark and stormy night... for Solitaire! Unravel this creepy-crawly Solitaire adventure that will leave your spine tingling! Discover and rebuild eerie derelict castles, but beware of vampires roaming the land. Over 200 levels in all, plus 50 bonus mahjong levels to unlock!","['Casual', 'Indie']"
Tactical Nexus,"Puzzle RPGs(Resource management games) that can be played for 10,000 hours by preparing all DLC. You can play for 2,500 hours by purchasing DLC up to the current Chapter-4. First of all, try playing with Mainpackage for hundreds of hours.","['Indie', 'RPG', 'Simulation', 'Strategy']"
Fragile Allegiance,"Assemble your fleets, fill your silos with nuclear warheads, conduct research, gather resources, and wage war in a vast galaxy in this unique take on 4X Strategy. Appoint Colony Supervisors to manage your colony and deploy Spy Satellites for the ultimate in skulduggery.",['Strategy']
Apotheorasis • Lab of the Blind Gods | Prologue,"An FPS with ZERO graphics!? Yes, you heard right ! Run • Blast • Escape • Survive, through sound alone, as you challenge your makers and unravel the mysteries of your existence. You may be blind, but you're far from helpless !","['Action', 'Adventure', 'Indie']"
Volley Court,"This is a 3D volleyball game developed by an actual volleyball team member. Whether you have ever played volleyball or not, you can enjoy the fun of this sport here. Support multiplayer online battle! You can call up to 11 friends and form two teams to battle.","['Casual', 'Indie', 'Sports']"
Tally Ho,Only a perfect servant can solve a perfect mess! Being the perfect gentleman's gentleman or lady's lady doesn't make you an angel. Can you untangle your employer's knottiest problems with elegance and unruffled grace?,"['Adventure', 'Indie', 'RPG']"
Late Bird,"Late Bird is a short interactive story about birds, movies, suicidal thoughts and not growing up in time.",['Indie']
DeadOS,DeadOS is an early access zombie outbreak simulator by Benn Powell that focuses on city-wide scenarios where you have access to fully customize your apocalypse experience from beginning to end. Simulation. Sandbox. Survival!,"['Indie', 'Simulation', 'Early Access']"
Kinduo,"Kinduo is a local cooperative game where two elemental friends overcome obstacles to return to their island, push boxes, use electricity to connect objects, break ice blocks, blow things up and more in this cute and colorful co-op game!","['Adventure', 'Casual', 'Indie', 'Strategy']"
Ultra Foodmess,"Ultra Foodmess is just the perfect and tasty combination of the best things in life: Food, fun, games and chaos! All of that in a single Party Game for up to 4 players that will cost your friendships, because you will be hungry for victory!","['Casual', 'Indie']"
Crush the Industry,Work your way to the top of a big game studio in this roguelike deckbuilder inspired by classic JRPGs!,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
Lost Lands: The Wanderer Collector's Edition,"The legendary Susan the Warmaide is back in the Lost Lands! A ghost ship, an evil overlord, an island full of mysteries, and more await on her journey into the unknown.","['Adventure', 'Casual']"
The Melody of Grisaia,"A side story for The Labyrinth of Grisaia, this episode takes place just after Kusakabe Asako officially names Kazami Yuuji her successor as number 9029, and details his globe-hopping exploits thereafter. Yet more secret passages of The Labyrinth of Grisaia are revealed within...","['Adventure', 'Casual']"
Because We're Here - Act I,Stagger through the First Lassallian War and find love amongst doomed youth. 'Because We're Here' is an unforgiving WW1-inspired otome visual novel. Nothing to worry about - it'll all be over by Christmas.,"['Adventure', 'Indie']"
Farm Frenzy,"Slip into a pair of overalls and try your hand at running a farm! From tending to the fields where your cows graze to gathering eggs for sale at the town market, Farm Frenzy is as stimulating as the real thing-- only you won't have to experience the nasty smells!",['Casual']
Molytropia: Cloud in Shape of Hurt,"The first of seven chapters, which will tell an amazing story about the adventures of a girl and her friends. Colorful landscapes and warm sunny atmosphere. Also, they will find the real door! And take part in the contest! Can you imagine?","['Adventure', 'Indie']"
Justin Wack and the Big Time Hack,"A cozy 2D Point & Click adventure featuring multiple playable characters and plenty of silliness. Oh, and there's time travel and relationship stuff going down too. And robots – lots of robots...","['Adventure', 'Casual', 'Indie']"
EndCycle VS,EndCycle VS is a grid-battle adventure that challenges you to create the ultimate deck. Battle against the oncoming Noise or prove yourself in epic online battles - now with ROLLBACK NETCODE!,"['Action', 'Indie']"
STRIKERS 1945 II,"Easy to play, hard to master. This is one of the most iconic arcade shooter of the 90s, released by Psikyo. It comes back with many customizable options and online rankings!",['Action']
Penarium,"Penarium is a frantic 2D arena arcade game where you take on the role of Willy, trapped in a sinister circus show. Run, jump and avoid an array of killer death-traps while being cheered on by a sadistic crowd that’s out for blood.","['Action', 'Indie']"
TET,"Prepare a meal for the Vietnamese Lunar New Year dinner. But hurry, your guests are arriving soon! A short hand-drawn experience full of delicious surprises.","['Casual', 'Indie']"
Demonpact: Clarice,"Two furry losers summon a demon girl, and now they have to find someone to die as her demonic sacrifice.","['Adventure', 'Casual', 'Indie', 'RPG']"
Conquest of the New World,"Interesting gameplay featuring exploration, management and combatInfinite replayability on customizable, computer-generated worldsDiscovering the uncharted during the Age of Exploration era",['Strategy']
Zork Anthology,"Once you step through the door to Zork, you leave the world of arcade games and trite fantasies behind and enter the dimension of your imagination.",['Adventure']
Karate Cat,"Break, hit, meow! Play for the best karate cats in the world! Their paws are not the softest.","['Casual', 'Indie']"
Socrates Jones: Pro Philosopher,"Debate for your life against brilliant thinkers, poke holes in their arguments and cause them to freak out— or just tell them their faces are ugly. NONSENSE!","['Adventure', 'Free to Play', 'Indie']"
Legendary Knight - 傳奇騎士,"The enemy is invading our territory, and the king leads his men to resist. The king takes on the responsibility of defending his homeland. Vowing to expel tons of enemy forces away from our country, and guard the sacred statues that symbolize our ruling power.","['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
NAIR,"A simple fighting game with one attack. Features fast-paced, expressive movement and rollback netcode.","['Action', 'Indie']"
-SPROUT-,"-SPROUT- is a mini precision-platformer built for speed-running. Run, jump and dash your way through 100 levels across five unique lands, and restore your world to its former glory.","['Action', 'Adventure', 'Indie']"
"tERRORbane: an INTRODUCTION, mostly","tERRORbane is a comedic adventure where bugs are your FRIENDS! Enjoy exploring a crazy and outlandish world, full of unique, quirky characters and homages to the history of videogaming, challenge the Developer with your creativity and be the Bane of Errors!","['Adventure', 'Indie', 'RPG']"
